country,presidential,legislative_type,elecrule,enep,month,day,year,fh_democracy
Paraguay,1,NA,NA,NA,4,27,2003,0
Paraguay,1,NA,NA,NA,4,20,2008,0
Paraguay,1,NA,NA,NA,4,21,2013,0
Paraguay,1,NA,NA,NA,4,22,2018,0
Peru,1,NA,NA,NA,6,17,1956,NA
Peru,1,NA,NA,NA,6,10,1962,NA
Peru,1,NA,NA,NA,6,9,1963,NA
Peru,1,NA,NA,NA,5,18,1980,1
Peru,1,NA,NA,NA,4,14,1985,1
Peru,1,NA,NA,NA,6,10,1990,0
Peru,1,NA,NA,NA,4,8,2001,1
Peru,1,NA,NA,NA,4,9,2006,1
Peru,1,NA,NA,NA,4,10,2011,1
Peru,1,NA,NA,NA,4,10,2016,1
Philippines,1,NA,NA,NA,4,23,1946,NA
Philippines,1,NA,NA,NA,11,8,1949,NA
Philippines,1,NA,NA,NA,11,10,1953,NA
Philippines,1,NA,NA,NA,11,12,1957,NA
Philippines,1,NA,NA,NA,11,14,1961,NA
Philippines,1,NA,NA,NA,11,9,1965,NA
Philippines,1,NA,NA,NA,2,7,1986,0
Philippines,1,NA,NA,NA,5,11,1992,0
Philippines,1,NA,NA,NA,5,11,1998,1
Philippines,1,NA,NA,NA,5,10,2004,1
Philippines,1,NA,NA,NA,5,10,2010,0
Philippines,1,NA,NA,NA,5,9,2016,0
Poland,1,NA,NA,NA,11,25,1990,1
Poland,1,NA,NA,NA,11,5,1995,1
Poland,1,NA,NA,NA,10,8,2000,1
Poland,1,NA,NA,NA,10,9,2005,1
Poland,1,NA,NA,NA,6,20,2010,1
Poland,1,NA,NA,NA,5,10,2015,1
Poland,1,NA,NA,NA,6,28,2020,1
Portugal,1,NA,NA,NA,6,27,1976,1
Portugal,1,NA,NA,NA,12,7,1980,1
Portugal,1,NA,NA,NA,1,26,1986,1
Portugal,1,NA,NA,NA,1,13,1991,1
Portugal,1,NA,NA,NA,1,14,1996,1
Portugal,1,NA,NA,NA,1,14,2001,1
Portugal,1,NA,NA,NA,1,22,2006,1
Portugal,1,NA,NA,NA,1,23,2011,1
Portugal,1,NA,NA,NA,1,24,2016,1
Portugal,1,NA,NA,NA,1,24,2021,0
South Korea,1,NA,NA,NA,3,15,1960,NA
South Korea,1,NA,NA,NA,12,18,1992,1
South Korea,1,NA,NA,NA,12,18,1997,1
South Korea,1,NA,NA,NA,12,19,2002,1
South Korea,1,NA,NA,NA,12,19,2007,1
South Korea,1,NA,NA,NA,12,19,2012,1
South Korea,1,NA,NA,NA,5,9,2017,1
Romania,1,NA,NA,NA,5,20,1990,0
Romania,1,NA,NA,NA,11,3,1996,1
Romania,1,NA,NA,NA,11,26,2000,1
Romania,1,NA,NA,NA,11,28,2004,1
Romania,1,NA,NA,NA,11,22,2009,1
Romania,1,NA,NA,NA,11,2,2014,1
Romania,1,NA,NA,NA,11,10,2019,1
Russia,1,NA,NA,NA,6,16,1996,0
El Salvador,1,NA,NA,NA,3,25,1984,0
El Salvador,1,NA,NA,NA,3,19,1989,0
El Salvador,1,NA,NA,NA,3,20,1994,0
El Salvador,1,NA,NA,NA,3,7,1999,1
El Salvador,1,NA,NA,NA,3,21,2004,1
El Salvador,1,NA,NA,NA,3,15,2009,1
El Salvador,1,NA,NA,NA,2,2,2014,1
El Salvador,1,NA,NA,NA,2,3,2019,0
Senegal,1,NA,NA,NA,2,27,2000,0
Senegal,1,NA,NA,NA,2,25,2007,1
Senegal,1,NA,NA,NA,2,26,2012,1
Senegal,1,NA,NA,NA,2,24,2019,0
Republic of Serbia,1,NA,NA,NA,5,6,2012,1
Serbia,1,NA,NA,NA,5,6,2012,1
Republic of Serbia,1,NA,NA,NA,4,2,2017,1
Republic of Serbia,1,NA,NA,NA,4,2,2017,1
Sierra Leone,1,NA,NA,NA,2,26,1996,0
Sierra Leone,1,NA,NA,NA,5,14,2002,0
Sierra Leone,1,NA,NA,NA,8,11,2007,0
Sierra Leone,1,NA,NA,NA,11,17,2012,1
Sierra Leone,1,NA,NA,NA,3,7,2018,0
Slovakia,1,NA,NA,NA,5,15,1999,1
Slovakia,1,NA,NA,NA,4,3,2004,1
Slovakia,1,NA,NA,NA,3,21,2009,1
Slovakia,1,NA,NA,NA,3,15,2014,1
Slovakia,1,NA,NA,NA,3,16,2019,1
Slovenia,1,NA,NA,NA,12,6,1992,1
Slovenia,1,NA,NA,NA,11,23,1997,1
Slovenia,1,NA,NA,NA,11,10,2002,1
Slovenia,1,NA,NA,NA,10,21,2007,1
Slovenia,1,NA,NA,NA,11,11,2012,1
Slovenia,1,NA,NA,NA,10,22,2017,1
Sri Lanka,1,NA,NA,NA,11,9,1994,0
Sri Lanka,1,NA,NA,NA,12,21,1999,0
Sri Lanka,1,NA,NA,NA,11,17,2005,0
Sri Lanka,1,NA,NA,NA,1,26,2010,0
Sri Lanka,1,NA,NA,NA,1,8,2015,0
Sri Lanka,1,NA,NA,NA,11,16,2019,0
Sao Tome and Principe,1,NA,NA,NA,3,3,1991,1
Sao Tome and Principe,1,NA,NA,NA,6,30,1996,1
Sao Tome and Principe,1,NA,NA,NA,7,29,2001,1
Sao Tome and Principe,1,NA,NA,NA,7,30,2006,1
Sao Tome and Principe,1,NA,NA,NA,7,17,2011,1
Sao Tome and Principe,1,NA,NA,NA,7,17,2016,1
Taiwan,1,NA,NA,NA,3,23,1996,1
Taiwan,1,NA,NA,NA,3,18,2000,1
Taiwan,1,NA,NA,NA,3,20,2004,1
Taiwan,1,NA,NA,NA,3,22,2008,1
Taiwan,1,NA,NA,NA,1,14,2012,1
Taiwan,1,NA,NA,NA,1,16,2016,1
Taiwan,1,NA,NA,NA,1,11,2020,1
Turkey,1,NA,NA,NA,6,24,2018,0
Ukraine,1,NA,NA,NA,12,1,1991,0
Ukraine,1,NA,NA,NA,7,3,1994,0
Ukraine,1,NA,NA,NA,10,31,1999,0
Ukraine,1,NA,NA,NA,10,31,2004,0
Ukraine,1,NA,NA,NA,1,17,2010,0
Ukraine,1,NA,NA,NA,5,25,2014,0
Ukraine,1,NA,NA,NA,3,31,2019,0
Uruguay,1,NA,NA,NA,11,24,1946,NA
Uruguay,1,NA,NA,NA,11,26,1950,NA
Uruguay,1,NA,NA,NA,11,26,1954,NA
Uruguay,1,NA,NA,NA,11,30,1958,NA
Uruguay,1,NA,NA,NA,11,25,1962,NA
Uruguay,1,NA,NA,NA,11,27,1966,NA
Uruguay,1,NA,NA,NA,11,28,1971,NA
Uruguay,1,NA,NA,NA,11,26,1989,1
Uruguay,1,NA,NA,NA,11,27,1994,1
Uruguay,1,NA,NA,NA,10,31,1999,1
Uruguay,1,NA,NA,NA,10,31,2004,1
Uruguay,1,NA,NA,NA,10,25,2009,1
Uruguay,1,NA,NA,NA,10,26,2014,1
Uruguay,1,NA,NA,NA,10,27,2019,1
United States of America,1,NA,NA,NA,11,2,1948,NA
United States of America,1,NA,NA,NA,11,4,1952,NA
United States of America,1,NA,NA,NA,11,6,1956,NA
United States of America,1,NA,NA,NA,11,8,1960,NA
United States of America,1,NA,NA,NA,11,3,1964,NA
United States of America,1,NA,NA,NA,11,5,1968,NA
United States of America,1,NA,NA,NA,11,7,1972,1
United States of America,1,NA,NA,NA,11,2,1976,1
United States of America,1,NA,NA,NA,11,4,1980,1
United States of America,1,NA,NA,NA,11,6,1984,1
United States of America,1,NA,NA,NA,11,8,1988,1
United States of America,1,NA,NA,NA,11,3,1992,1
United States of America,1,NA,NA,NA,11,5,1996,1
United States of America,1,NA,NA,NA,11,7,2000,1
United States of America,1,NA,NA,NA,11,2,2004,1
United States of America,1,NA,NA,NA,11,4,2008,1
United States of America,1,NA,NA,NA,11,6,2012,1
United States of America,1,NA,NA,NA,11,8,2016,1
United States of America,1,NA,NA,NA,11,3,2020,1
Venezuela,1,NA,NA,NA,12,14,1947,NA
Venezuela,1,NA,NA,NA,12,1,1963,NA
Venezuela,1,NA,NA,NA,12,1,1968,NA
Venezuela,1,NA,NA,NA,12,9,1973,1
Venezuela,1,NA,NA,NA,12,3,1978,1
Venezuela,1,NA,NA,NA,12,4,1983,1
Venezuela,1,NA,NA,NA,12,4,1988,1
Venezuela,1,NA,NA,NA,12,5,1993,0
Venezuela,1,NA,NA,NA,12,6,1998,1
Venezuela,1,NA,NA,NA,7,30,2000,0
Venezuela,1,NA,NA,NA,12,3,2006,0
Venezuela,1,NA,NA,NA,10,12,2012,0
Venezuela,1,NA,NA,NA,4,14,2013,0
Serbia and Montenegro,1,NA,NA,NA,9,24,2000,0
Serbia and Montenegro,1,NA,NA,NA,9,29,2002,1
Serbia and Montenegro,1,NA,NA,NA,11,16,2003,1
Serbia and Montenegro,1,NA,NA,NA,6,13,2004,1
Serbia,1,NA,NA,NA,1,20,2008,1
Zambia,1,NA,NA,NA,10,30,2008,0
Zambia,1,NA,NA,NA,9,20,2011,0
Zambia,1,NA,NA,NA,1,20,2015,0
Zambia,1,NA,NA,NA,8,11,2016,0
