elec_id,country,date,presidential,legislative_type,elecrule,tier1_formula,tier2_formula,tier3_formula,tier4_formula,mixed_type,multi,multi_linked,seats,tier1_avemag,tier1_districts,upperseats,uppertier,tier2_districts,tier3_districts,tier4_districts,enep,enep_others,enep1,enpp,enpp_others,enpp1,majority_bonus,enpres,preselecrule,region1,region2,region3,aclp_code,ccode,ccode2,year,month,day,regime,bmr_democracy,fh_democracy,p5_democracy,vd_polyarchy,dd_democracy,secondround,thirdround,Source,Additional.Sources,Comment
L-DMA-1995-6-12,Dominica,"June 12, 1995",0,1,1,1,NA,NA,NA,NA,0,0,21,1,21,0,0,0,0,0,2.99,0.2,2.99,2.58,0,2.58,0,NA,NA,8,8,7,157,54,54,1995,6,12,0,1,1,0,0,1,NA,NA,http://cdp.binghamton.edu/era/elections/dmica95par.html,,
L-DMA-2000-1-21,Dominica,"January 21, 2000",0,1,1,1,NA,NA,NA,NA,0,0,21,1,21,0,0,0,0,0,2.55,0,2.55,2.38,0,2.38,0,NA,NA,8,8,7,157,54,54,2000,1,21,0,1,1,0,0,1,NA,NA,http://cdp.binghamton.edu/era/elections/dmica00par.html,,
L-DMA-2005-5-5,Dominica,"May 05, 2005",0,1,1,1,NA,NA,NA,NA,0,0,21,1,21,0,0,0,0,0,2.16,1.2,2.16033602771806,2.11,4.76190476190476,2.11507199981772,0,NA,NA,8,8,7,157,54,54,2005,5,5,0,1,1,0,0,1,NA,NA,Carr,ElectionGuide.org; Gallagher; IPU,9 additional seats are filled by appointment - I did not count them
L-DMA-2009-12-18,Dominica,"December 18, 2009",0,1,1,1,NA,NA,NA,NA,0,0,21,1,21,0,0,0,0,0,2.01,1.5,2.01045471689572,1.45,0,1.45,0,NA,NA,8,8,7,157,54,54,2009,12,18,0,1,1,0,0,1,NA,NA,Carr,ElectionGuide.org; Gallagher; IPU,9 additional seats are filled by appointment - I did not count them
L-DMA-2014-12-8,Dominica,"December 08, 2014",0,1,1,1,NA,NA,NA,NA,0,0,21,1,21,0,NA,0,0,0,1.96036,0,1.96036,1.689655,0,1.689655,0,NA,NA,8,8,7,157,54,54,2014,12,8,0,1,1,0,0,1,NA,NA,ElectionGuide.org,Wikipedia; CaribbeanElections.com,
L-DMA-2019-12-6,Dominica,"December 06, 2019",0,1,1,1,NA,NA,NA,NA,0,0,21,1,21,0,NA,0,0,0,1.93723363037582,0,1.93723363037582,1.32432432432432,0,1.32432432432432,0,NA,NA,8,8,7,157,54,54,2019,12,6,0,NA,1,NA,0,1,NA,NA,"Carr, Electionguide, IPU",,
L-DOM-1966-6-1,Dominican Republic,"June 01, 1966",0,2,9,25,NA,NA,NA,NA,0,0,74,2.47,27,0,0,0,0,0,2.2,0,2.2,1.84,0,1.84,0,NA,NA,7,7,7,54,42,42,1966,6,1,2,1,NA,0,0,1,NA,NA,"NYT, March 4, 1966, p. 4",,
L-DOM-1970-5-16,Dominican Republic,"May 16, 1970",0,2,9,25,NA,NA,NA,NA,0,0,74,2.74,27,0,0,0,0,0,2.9,0,2.9,2.3,0,2.3,0,NA,NA,7,7,7,54,42,42,1970,5,16,2,1,NA,0,0,1,NA,NA,"Chicago Tribune, May 17, 1970, p.5",,
L-DOM-1974-5-16,Dominican Republic,"May 16, 1974",0,2,9,25,NA,NA,NA,NA,0,0,91,3.37,27,0,0,0,0,0,1.35,0,1.35,1.12,0,1.12,0,NA,NA,7,7,7,54,42,42,1974,5,16,2,1,0,0,0,1,NA,NA,CDP,,
L-DOM-1978-5-16,Dominican Republic,"May 16, 1978",0,2,9,25,NA,NA,NA,NA,0,0,91,3.37,27,0,0,0,0,0,2.23,6.2,2.24,1.99,0,1.99,0,NA,NA,7,7,7,54,42,42,1978,5,16,2,1,1,0,0,1,NA,NA,CDP,,
L-DOM-1982-5-16,Dominican Republic,"May 16, 1982",0,2,9,25,NA,NA,NA,NA,0,0,120,4.44,27,0,0,0,0,0,2.76,0,2.76,2.25,0,2.25,0,NA,NA,7,7,7,54,42,42,1982,5,16,2,1,1,0,1,1,NA,NA,CDP,,
L-DOM-1986-5-16,Dominican Republic,"May 16, 1986",0,2,9,25,NA,NA,NA,NA,0,0,120,4,30,0,0,0,0,0,3.19,1.18,3.19,2.53,0,2.53,0,NA,NA,7,7,7,54,42,42,1986,5,16,2,1,1,0,1,1,NA,NA,CDP,,
L-DOM-1990-5-16,Dominican Republic,"May 16, 1990",0,2,9,25,NA,NA,NA,NA,0,0,120,4,30,0,0,0,0,0,3.22,2.35,3.23,3.05,0,3.05,0,NA,NA,7,7,7,54,42,42,1990,5,16,2,1,1,0,0,1,NA,NA,CDP,,
L-DOM-1994-5-16,Dominican Republic,"May 16, 1994",0,2,9,25,NA,NA,NA,NA,0,0,120,4,30,0,0,0,0,0,2.71,0.75,2.71,2.43,0,2.43,0,NA,NA,7,7,7,54,42,42,1994,5,16,2,1,0,0,0,1,NA,NA,CDP ,,
L-DOM-1998-5-16,Dominican Republic,"May 16, 1998",0,2,9,25,NA,NA,NA,NA,0,0,150,5,30,0,0,0,0,0,2.73,2.22,2.74,2.32,0,2.32,0,NA,NA,7,7,7,54,42,42,1998,5,16,2,1,1,1,1,1,NA,NA,CDP ,,
L-DOM-2002-5-16,Dominican Republic,"May 16, 2002",0,2,9,25,NA,NA,NA,NA,0,0,150,4.69,32,0,0,0,0,0,3.11,4.6,3.12030086934898,2.71,0,2.71,0,NA,NA,7,7,7,54,42,42,2002,5,16,2,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; Clea; IPU; Political Database of the Americas,
L-DOM-2006-5-16,Dominican Republic,"May 16, 2006",0,2,9,25,NA,NA,NA,NA,0,0,178,5.56,32,0,0,0,0,0,2.65,2.5,2.65219817197233,2.52,0,2.52,0,NA,NA,7,7,7,54,42,42,2006,5,16,2,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; Clea; IPU; Political Database of the Americas,
L-DOM-2010-5-16,Dominican Republic,"May 16, 2010",0,2,9,25,NA,NA,NA,NA,0,0,183,5.72,32,0,0,0,0,0,2.91,13.8,3.04116862991735,2.01,0,2.01,0,NA,NA,7,7,7,54,42,42,2010,5,16,2,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; Clea; IPU; Political Database of the Americas; http://www.ipu.org/parline-e/reports/2093.htm,
L-DOM-2016-5-15,Dominican Republic,"May 15, 2016",0,2,9,25,NA,NA,NA,NA,0,0,190,5.9375,32,0,NA,0,0,0,4.311624,0,4.311624,2.655583,0,2.655583,0,NA,NA,7,7,7,54,42,42,2016,5,15,2,NA,0,1,1,1,NA,NA,ElectionGuide.org,Wikipedia,
L-DOM-2020-7-5,Dominican Republic ,"July 05, 2020",0,2,9,25,NA,NA,NA,NA,0,0,190,5.94,32,0,NA,0,0,0,3.65141703461996,0,3.65141703461996,2.75320317266626,0,2.75320317266626,0,NA,NA,7,7,7,54,42,42,2020,7,5,2,NA,0,NA,1,1,NA,NA,"Electionguide, IPU",2020 Dominican Republic general election - Wikipedia,
L-ECU-1950-6-4,Ecuador,"June 04, 1950",0,2,9,13,NA,NA,NA,NA,0,0,-99,-99,18,-99,-99,0,0,0,NA,NA,NA,-99,-99,-99,0,NA,NA,7,7,7,71,130,130,1950,6,4,2,1,NA,0,0,0,NA,NA,Nohlen Elections in the Americas: A data handbook,Ecuador Constitution 1945; Wikipedia,NA
L-ECU-1952-6-1,Ecuador,"June 01, 1952",0,2,9,13,NA,NA,NA,NA,0,0,-99,-99,18,0,0,0,0,0,2.43,57.1,10.61,-99,-99,-99,0,NA,NA,7,7,7,71,130,130,1952,6,1,2,1,NA,0,0,1,NA,NA,"Chicago Daily Tribune, June 1, 1952, p. 13; Presidential election is also June 1. Nohlen et al.",,
L-ECU-1954-6-6,Ecuador,"June 06, 1954",0,2,9,13,NA,NA,NA,NA,0,0,-99,-99,18,0,0,0,0,0,5.31,16.1,6.115,-99,-99,-99,0,NA,NA,7,7,7,71,130,130,1954,6,6,2,1,NA,0,0,1,NA,NA,"Washington Post and Times Herald, May 8, 1954, p. 4 Nohlen et al.",,
L-ECU-1956-6-3,Ecuador,"June 03, 1956",0,2,9,13,NA,NA,NA,NA,0,0,-99,-99,18,0,0,0,0,0,-99,-99,-99,-99,-99,-99,0,NA,NA,7,7,7,71,130,130,1956,6,3,2,1,NA,0,0,1,NA,NA,"Chicago Daily Tribune, June 4, 1956, p. A8; NYT, June 16, 1956, p. 18 Nohlen et al.",,
L-ECU-1958-6-1,Ecuador,"June 01, 1958",0,2,9,13,NA,NA,NA,NA,0,0,-99,-99,18,0,0,0,0,0,5.79,2.4,5.8,-99,-99,-99,0,NA,NA,7,7,7,71,130,130,1958,6,1,2,1,NA,0,0,1,NA,NA,"NYT, June 3, 1958, p.18 Nohlen et al.",,
L-ECU-1960-5-5,Ecuador,"May 05, 1960",0,2,9,13,NA,NA,NA,NA,0,0,-99,-99,18,0,0,0,0,0,-99,-99,-99,-99,-99,-99,0,NA,NA,7,7,7,71,130,130,1960,5,5,2,1,NA,0,0,1,NA,NA,"NYTR, June 5, 1960, p.3 Nohlen et al.",,
L-ECU-1962-6-3,Ecuador,"June 03, 1962",0,2,9,13,NA,NA,NA,NA,0,0,-99,-99,20,0,0,0,0,0,5.61,3.1,5.64,-99,-99,-99,0,NA,NA,7,7,7,71,130,130,1962,6,3,2,1,NA,0,0,1,NA,NA,"NYT, June 5, 1962, p. 3 Nohlen et al.",,
L-ECU-1979-4-29,Ecuador,"April 29, 1979",0,2,9,13,13,NA,NA,NA,1,0,69,2.85,20,12,17.39,1,0,0,6.4,0,6.4,3.95,0,3.95,0,NA,NA,7,7,7,71,130,130,1979,4,29,2,1,1,1,0,1,NA,NA,CDP Nohlen et al.,,
L-ECU-1984-1-29,Ecuador,"January 29, 1984",0,2,9,13,13,NA,NA,NA,1,0,71,2.95,20,12,16.9,1,0,0,10.32,0,10.32,5.98,0,5.98,0,NA,NA,7,7,7,71,130,130,1984,1,29,2,1,1,1,1,1,NA,NA,CDP Nohlen et al.,,
L-ECU-1986-6-4,Ecuador,"June 04, 1986",0,2,9,13,13,NA,NA,NA,1,0,71,2.95,20,12,16.9,1,0,0,11.95,0,11.95,7.56,0,7.56,0,NA,NA,7,7,7,71,130,130,1986,6,4,2,1,1,1,1,1,NA,NA,CDP Nohlen et al.,,
L-ECU-1988-1-31,Ecuador,"January 31, 1988",0,2,9,13,13,NA,NA,NA,1,0,71,2.95,20,12,16.9,1,0,0,8.14,0,8.14,4.2,0,4.2,0,NA,NA,7,7,7,71,130,130,1988,1,31,2,1,1,1,1,1,NA,NA,CDP Nohlen et al.,,
L-ECU-1990-6-17,Ecuador,"June 17, 1990",0,2,9,13,13,NA,NA,NA,1,0,72,2.86,21,12,16.67,1,0,0,7.9,0,7.9,6.97,0,6.97,0,NA,NA,7,7,7,71,130,130,1990,6,17,2,1,1,1,1,1,NA,NA,"Lexis Nexis: Latin America Weekly Report, June 28, 1990 (WR-90-24; Pg. 12) Nohlen et al.",,
L-ECU-1992-5-17,Ecuador,"May 17, 1992",0,2,9,13,13,NA,NA,NA,1,0,77,3.1,21,12,15.58,1,0,0,7.79,0,7.79,6.61,0,6.61,0,NA,NA,7,7,7,71,130,130,1992,5,17,2,1,1,1,1,1,NA,NA,CDP,nohlen 2005,
L-ECU-1994-5-1,Ecuador,"May 01, 1994",0,2,9,13,13,NA,NA,NA,1,0,77,3.1,21,12,15.58,1,0,0,7.48,0.57,7.48,5.9,0,5.9,0,NA,NA,7,7,7,71,130,130,1994,5,1,2,1,1,1,1,1,NA,NA,CDP,nohlen 2005,
L-ECU-1996-5-19,Ecuador,"May 19, 1996",0,2,9,13,13,NA,NA,NA,1,0,82,3.33,21,12,14.63,1,0,0,6.43,1.3,6.43,5.11,0,5.11,0,NA,NA,7,7,7,71,130,130,1996,5,19,2,1,0,1,1,1,NA,NA,CDP,nohlen 2005,
L-ECU-1998-5-31,Ecuador,"May 31, 1998",0,3,12,8,13,NA,NA,2,1,0,120,4.76,21,20,16.67,1,0,0,6.18,0.4,6.18,5.45,8.33,5.66,0,NA,NA,7,7,7,71,130,130,1998,5,31,2,1,1,1,1,1,NA,NA,CDP,nohlen 2005,
L-ECU-2002-10-20,Ecuador,"October 20, 2002",0,2,9,25,NA,NA,NA,NA,0,0,99,4.5,22,0,0,0,0,0,-99,-99,-99,7.19,1,7.19,0,NA,NA,7,7,7,71,130,130,2002,10,20,2,0,0,1,1,1,NA,NA,IPU,ElectionGuide.org; Nohlen 2005,
L-ECU-2006-10-15,Ecuador,"October 15, 2006",0,2,9,25,NA,NA,NA,NA,0,0,99,4.5,22,0,0,0,0,0,6.11,8.6,6.39214810994428,5.57,0,5.57,0,NA,NA,7,7,7,71,130,130,2006,10,15,2,1,0,1,1,1,NA,NA,Carr,IPU; ElectionGuide.org,
L-ECU-2009-4-26,Ecuador,"April 26, 2009",0,2,9,26,26,NA,NA,NA,1,0,124,4.29,24,15,12.1,1,0,0,3.86,0,3.86,3.46,0,3.46,0,NA,NA,7,7,7,71,130,130,2009,4,26,2,1,0,0,1,1,NA,NA,Carr,"IPU; ElectionGuide.org; http://www.eeas.europa.eu/eueom/pdf/missions/eueom_ecuador_2009_preliminary_statement.pdf, http://www.eueomecuador.org/ES/PDF/Final_report/FINAL_REPORT_ENGLISH.pdf",ENEP and ENPP calculated on the basis of the PR national district; ENEP data for combined vote not available; ENPP for combined vote: 229.49; I did not include six members elected in single member districts by Ecuadorians living abroad into the seats variable
L-ECU-2013-2-17,Ecuador,"February 17, 2013",0,2,9,25,26,NA,NA,NA,1,0,137,5.71,24,0,NA,0,0,0,3.26423,0,3.26423,1.754544,0,1.754544,0,NA,NA,7,7,7,71,130,130,2013,2,17,2,1,0,0,1,1,NA,NA,ElectionGuide.org,Carr; Wikipedia; https://welections.wordpress.com/2013/02/20/ecuador-2013/ ; http://pdba.georgetown.edu/ElecSys/Ecuador/ecuador.html,Sources differ widely on electoral rules used in different tiers; most agreement on 15 members elected in open-list PR system (Sainte-Lague/Webster) in nation-wide district; 116 members elected by PR in multi-member constituencies (d'Hondt); finally- six seats reserved for Ecuadorians from abroad and elected in three multi-member constituencies
L-ECU-2017-2-19,Ecuador,"February 19, 2017",0,2,9,25,26,NA,NA,NA,1,0,137,3.74,31,21,15.3284671532847,1,0,0,4.44310894463144,0,4.44310894463144,2.71896276981023,0,2.71896276981023,0,NA,NA,7,7,7,71,130,130,2017,2,19,2,NA,0,0,1,1,NA,NA,"Electionguide, IPU",https://en.wikipedia.org/wiki/2017_Ecuadorian_general_election#Electoral_system,There are six members elected from three two-member constituencies representing Ecuadorians living overseas - https://en.wikipedia.org/wiki/2017_Ecuadorian_general_election
L-ECU-2021-2-7,Ecuador,"February 07, 2021",0,2,9,25,26,NA,NA,NA,1,0,137,3.74,31,21,15.3284671532847,1,0,0,5.75612451648554,0.074,5.94346575375033,4.58339438339438,0.051094890510949,4.63890261987148,0,NA,NA,7,7,7,71,130,130,2021,2,7,2,NA,0,NA,0,1,NA,NA,"Carr, IPU",,There are six members elected from three two-member constituencies representing Ecuadorians living overseas - https://en.wikipedia.org/wiki/2017_Ecuadorian_general_election
L-EST-1992-9-20,Estonia,"September 20, 1992",0,2,9,12,25,NA,NA,NA,1,1,101,8.42,12,-99,-99,1,0,0,8.72,4.3,8.865,5.9,0,5.9,0,NA,NA,9,9,4,159,366,366,1992,9,20,0,1,0,1,0,1,NA,NA,Lijphart Univ. Essex Project on Political Transformation,nohlen 2010,
L-EST-1995-3-5,Estonia,"March 05, 1995",0,2,9,12,25,NA,NA,NA,1,1,101,9.18,11,-99,-99,1,0,0,5.93,0.3,5.93,4.15,0,4.15,0,NA,NA,9,9,4,159,366,366,1995,3,5,0,1,1,1,1,1,NA,NA,Lijphart Univ. Essex Project on Political Transformation,nohlen 2010,
L-EST-1999-3-7,Estonia,"March 07, 1999",0,2,9,12,25,NA,NA,NA,1,1,101,9.18,11,-99,-99,1,0,0,6.87,1.5,6.88,5.5,0,5.5,0,NA,NA,9,9,4,159,366,366,1999,3,7,0,1,1,1,1,1,NA,NA,Lijphart Univ. Essex Project on Political Transformation,nohlen 2010,
L-EST-2003-3-2,Estonia,"March 02, 2003",0,2,9,12,25,NA,NA,NA,1,1,101,8.42,12,-99,-99,1,0,0,5.42,2.7,5.43273453262666,4.67,0,4.67,0,NA,NA,9,9,4,159,366,366,2003,3,2,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; IPU; nohlen 2010,Hare is used in the lower tier districts; modified D'Hondt is used in the national tier; electoral districts back up to 12 (11 in 1995 and 1999); technically- there are remainder seats allocated at the national level but they depend on how many full Hare quotas were won at the district level - we code these as if they were distributed at the district level 
L-EST-2007-3-4,Estonia,"March 04, 2007",0,2,9,12,25,NA,NA,NA,1,1,101,8.42,12,-99,-99,1,0,0,5.02,3.4,5.0346508518514,4.37,0,4.37,0,NA,NA,9,9,4,159,366,366,2007,3,4,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; IPU; nohlen 2010,Hare is used in the lower tier districts; modified D'Hondt is used in the national tier;  technically- there are remainder seats allocated at the national level but they depend on how many full Hare quotas were won at the district level - we code these as if they were distributed at the district level 
L-EST-2011-3-6,Estonia,"March 06, 2011",0,2,9,12,25,NA,NA,NA,1,1,101,8.42,12,-99,-99,1,0,0,4.73,4.6,4.76684461029337,3.84,0,3.84,0,NA,NA,9,9,4,159,366,366,2011,3,6,0,1,1,1,1,1,NA,NA,Carr,ElectionGuide.org; IPU,Hare is used in the lower tier districts; modified D'Hondt is used in the national tier;  technically- there are remainder seats allocated at the national level but they depend on how many full Hare quotas were won at the district level - we code these as if they were distributed at the district level 
L-EST-2015-3-1,Estonia,"March 01, 2015",0,2,9,12,25,NA,NA,NA,1,1,101,8.42,12,-99,NA,1,0,0,5.139803,0,5.139803,4.716135,0,4.716135,0,NA,NA,9,9,4,159,366,366,2015,3,1,0,1,1,1,1,1,NA,NA,electionresources,IPU; ElectionGuide,Modified d'Hondt used in tier 2 with divisors 1- 2^0.9- 3^0.9- etc.; Upper seats are compensatory based on national vote shares (no set number of seats)
L-EST-2019-3-3,Estonia,"March 03, 2019",0,2,9,12,25,NA,NA,NA,1,1,101,8.42,12,-99,NA,1,0,0,5.36023255261725,0.0383,5.40271339394241,4.18588428395568,0,4.18588428395568,0,NA,NA,9,9,4,159,366,366,2019,3,3,0,NA,1,NA,1,1,NA,NA,Electionguide,,"�Hare is used in the lower tier districts; modified D'Hondt is used in the national tier;  technically, there are remainder seats allocated at the national level but they depend on how many full Hare quotas were won at the district level - we code these as if they were distributed at the district level."
L-ETM-2007-6-30,East Timor,"June 30, 2007",0,2,9,25,NA,NA,NA,NA,0,0,65,65,1,0,0,0,0,0,5.4,0,5.4,4.37,0,4.37,0,NA,NA,4,4,2,860,860,860,2007,6,30,1,1,0,1,1,1,NA,NA,Carr,ElectionGuide.org; IPU,
L-ETM-2012-7-7,East Timor,"July 07, 2012",0,2,9,25,NA,NA,NA,NA,0,0,65,65,1,0,NA,0,0,0,3.632171,0,3.632171,2.652228,0,2.652228,0,NA,NA,4,4,2,860,860,860,2012,7,7,1,1,0,1,1,1,NA,NA,ipu.org,ElectionGuide.org; Carr ,
L-ETM-2017-7-22,East Timor,"July 22, 2017",0,2,9,25,NA,NA,NA,NA,0,0,65,65,1,0,NA,0,0,0,4.67895359881716,0.113,4.97626322441952,3.67072111207645,0,3.67072111207645,0,NA,NA,4,4,2,860,860,860,2017,7,22,1,NA,1,1,1,1,NA,NA,"Electionguide, IPU",2018 East Timorese parliamentary election - Wikipedia,
L-ETM-2018-5-12,East Timor,"May 12, 2018",0,2,9,25,NA,NA,NA,NA,0,0,65,65,1,0,NA,0,0,0,2.67884648870197,0.027,2.68408818840152,2.45782431646306,0,2.45782431646306,0,NA,NA,4,4,2,860,860,860,2018,5,12,1,NA,1,1,1,1,NA,NA,"Electionguide, IPU",2018 East Timorese parliamentary election - Wikipedia,
L-FIJ-1972-4-15,Republic of Fiji,"April 15, 1972",0,1,1,1,NA,NA,NA,NA,0,0,52,1,52,0,NA,0,0,0,2.22397174666293,0.064,2.24441701268096,1.8648275862069,0,1.8648275862069,0,NA,NA,5,5,5,130,950,950,1972,4,15,0,1,1,1,1,0,NA,NA,IPU,Nohlen Elections in Asia and the Pacific: A Data HandbookVolume II; Wikipedia,NA
L-FIJ-1977-3-19,Republic of Fiji,"March 19, 1977",0,1,1,1,NA,NA,NA,NA,0,0,52,1,52,0,NA,0,0,0,2.38169524304009,0.034,2.38827072481628,2.15629984051037,0.019230769230769,2.15802075019952,0,NA,NA,5,5,5,130,950,950,1977,3,19,0,1,1,1,1,0,NA,NA,IPU,Nohlen Elections in Asia and the Pacific: A Data HandbookVolume II; Wikipedia,NA
L-FIJ-1977-9-17,Republic of Fiji,"September 17, 1977",0,1,1,1,NA,NA,NA,NA,0,0,52,1,52,0,NA,0,0,0,2.68928534931127,0.009,2.68987128965879,1.8648275862069,0.019230769230769,1.86611456176674,0,NA,NA,5,5,5,130,950,950,1977,9,17,0,1,1,1,1,0,NA,NA,IPU,Nohlen Elections in Asia and the Pacific: A Data HandbookVolume II; Wikipedia,"Elections were held a second time in 1977 because of the premature dissolution of the Parliament June 1, 1977"
L-FIJ-1982-7-10,Republic of Fiji,"July 10, 1982",0,1,1,1,NA,NA,NA,NA,0,0,52,1,52,0,NA,0,0,0,2.2729590112301,0.0037,2.27302974066208,2.12578616352201,0,2.12578616352201,0,NA,NA,5,5,5,130,950,950,1982,7,10,0,1,1,1,1,0,NA,NA,IPU,Nohlen Elections in Asia and the Pacific: A Data HandbookVolume II; Wikipedia,NA
L-FIJ-1992-3-23,Fiji,"March 23, 1992",0,1,7,NA,NA,NA,NA,NA,0,0,70,1.35,52,0,0,0,0,0,3.85,3.3,3.86497727500261,3.71,2.85714285714286,3.71929396901203,0,NA,NA,5,5,5,130,950,950,1992,3,23,0,0,0,0,0,1,NA,NA,"Nohlen, Grotz & Hartmann (2001:649-668)",Inter Parliamentary Union,
L-FIJ-1994-2-18,Fiji,"February 18, 1994",0,1,7,NA,NA,NA,NA,NA,0,0,70,1.35,52,0,0,0,0,0,4.22,3.5,4.23815663908842,3.23,0,3.23,0,NA,NA,5,5,5,130,950,950,1994,2,18,0,0,0,0,1,1,NA,NA,"Nohlen, Grotz & Hartmann (2001:649-668)",Inter Parliamentary Union,The Fijian electoral system for the 1992 and 1994 elections separated into three communal rolls. Indian Fijians could compete for 27 seats- Fijians could compete for 37 seats and ethnicities for the remaining 6 seats. Out of 52 districts 38 were single-member districts. Multimember districts existed only for the Fijian communal roll in which candidates were elected by single nontransferable vote. I characterized the whole system as SNTV despite the fact that more than half of all seats are filled by SMDP and three out of our districts were SMPD.
L-FIJ-1999-5-8,Fiji,"May 08, 1999",0,1,3,5,5,NA,NA,NA,1,0,71,1,46,25,35.21,25,0,0,5.3,0.7,5.30078670242089,3.17,0,3.17,0,NA,NA,5,5,5,130,950,950,1999,5,8,0,0,1,1,1,1,NA,NA,"Nohlen, Grotz & Hartmann (2001:649-668)",http://epress.anu.edu.au/wp-content/uploads/2011/05/note.pdf,I coded the 1999 Fijian parliamentary election as a multi system since voters had two votes - one for their ethnic constituency and one for a national constituency - both under AV
L-FIN-1948-7-2,Finland,"July 02, 1948",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,4.9,0.5,4.9,4.54,0,4.54,0,NA,NA,10,10,3,106,375,375,1948,7,2,1,1,NA,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1951-7-3,Finland,"July 03, 1951",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,4.96,0.3,4.96,4.78,0,4.78,0,NA,NA,10,10,3,106,375,375,1951,7,3,1,1,NA,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1954-3-8,Finland,"March 08, 1954",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,4.98,0.1,4.98,4.71,0,4.71,0,NA,NA,10,10,3,106,375,375,1954,3,8,1,1,NA,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1958-7-7,Finland,"July 07, 1958",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.19,0.5,5.19,4.87,0,4.87,0,NA,NA,10,10,3,106,375,375,1958,7,7,1,1,NA,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1962-2-5,Finland,"February 05, 1962",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.86,0.7,5.86,5.09,0,5.09,0,NA,NA,10,10,3,106,375,375,1962,2,5,1,1,NA,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1966-3-21,Finland,"March 21, 1966",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.22,0,5.22,4.96,0,4.96,0,NA,NA,10,10,3,106,375,375,1966,3,21,1,1,NA,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1970-3-16,Finland,"March 16, 1970",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,6.17,0.2,6.17,5.58,0,5.58,0,NA,NA,10,10,3,106,375,375,1970,3,16,1,1,NA,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1972-1-3,Finland,"January 03, 1972",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.95,0,5.95,5.51,0,5.51,0,NA,NA,10,10,3,106,375,375,1972,1,3,1,1,1,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1975-9-22,Finland,"September 22, 1975",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.89,0.8,5.89,5.31,0,5.31,0,NA,NA,10,10,3,106,375,375,1975,9,22,1,1,1,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1979-3-13,Finland,"March 13, 1979",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.74,0.2,5.74,5.21,0,5.21,0,NA,NA,10,10,3,106,375,375,1979,3,13,1,1,1,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1983-3-21,Finland,"March 21, 1983",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.45,0.1,5.45,5.34,0,5.34,0,NA,NA,10,10,3,106,375,375,1983,3,21,1,1,1,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1987-3-16,Finland,"March 16, 1987",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,6.15,0.6,6.15,4.93,0,4.93,0,NA,NA,10,10,3,106,375,375,1987,3,16,1,1,1,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1991-3-17,Finland,"March 17, 1991",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.89,2.8,5.91,5.23,0,5.23,0,NA,NA,10,10,3,106,375,375,1991,3,17,1,1,1,1,1,1,NA,NA,Lijphart  Caramani,,
L-FIN-1995-3-19,Finland,"March 19, 1995",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.77,0.8,5.78,4.88,0,4.88,0,NA,NA,10,10,3,106,375,375,1995,3,19,1,1,1,1,1,1,NA,NA,CDP Caramani,,
L-FIN-1999-3-21,Finland,"March 21, 1999",0,2,9,25,NA,NA,NA,NA,0,0,200,13.3,15,0,0,0,0,0,5.93,0,5.93,5.15,0,5.15,0,NA,NA,10,10,3,106,375,375,1999,3,21,1,1,1,1,1,1,NA,NA,CDP,,
